"First Seen","Model","Device","Latitude","Longtitude","Altitude","Num Of Records","","MAC","SSID","Channel","RSSI","","MAC","SSID","Channel","RSSI","","MAC","SSID","Channel","RSSI","","MAC","SSID","Channel","RSSI","","MAC","SSID","Channel","RSSI","","MAC","SSID","Channel","RSSI","","MAC","SSID","Channel","RSSI","","MAC","SSID","Channel","RSSI","","MAC","SSID","Channel","RSSI","","MAC","SSID","Channel","RSSI"
"Fri Oct 27 16:12:01 IDT 2017","model=Lenovo PB2-690Y","device=PB2PRO","32.168575","34.813286","-9.0","2","","b4:ee:b4:36:d2:b0","ben moshe","1.0","-51.0","","b0:b2:8f:37:ba:c7","ben moshe","1.0","-62.0"
"Fri Oct 27 16:14:37 IDT 2017","model=Lenovo PB2-690Y","device=PB2PRO","32.168667","34.81322","38.0","3","","3c:1e:04:03:7f:17","Robert1","1.0","-81.0","","6a:12:f5:f9:5e:71","BezeqFree","8.0","-90.0","","c4:3d:c7:5a:79:1c","tslila","11.0","-87.0"
"Fri Oct 27 16:14:37 IDT 2017","model=Lenovo PB2-690Y","device=PB2PRO","32.168667","34.81322","123.0","1","","c0:ac:54:f5:7b:a7","osnatg370","11.0","-90.0"
